# ra dec dm_bonsai
162.146277 26.747955 1290.131527
281.202209 24.498968 199.793095
287.650166 59.023304 157.612077
221.402746 8.388087 464.485927
302.091649 24.030322 955.132407
69.463283 83.912400 740.686195
72.803852 35.985867 240.981072
227.591493 25.442921 1261.537928
1.812771 52.690655 474.596123
29.290049 65.723932 150.447306
61.170514 16.951064 826.506134
82.259815 66.216326 1412.369327
128.722421 87.865943 444.047588
206.295244 15.736521 357.676389
24.202818 53.867398 281.767610
146.167040 0.700534 444.511804
73.565210 24.053403 365.351825
110.779674 64.954012 119.420472
148.263194 67.959165 800.523906
216.407932 25.039869 728.078697
313.046609 74.465945 1521.684708
18.665577 47.631806 359.205707
51.871790 5.060019 546.387558
64.649316 7.741091 231.722624
178.399747 49.438264 1866.950084
8.365141 28.994064 155.449346
69.924902 1.748333 1930.880486
89.834969 59.438262 665.912533
224.333903 4.145189 749.400383
163.682585 43.215516 1377.053401
337.057481 79.699626 141.113756
8.251358 29.016507 155.110083
64.377366 7.930409 232.584716
150.388392 78.122696 231.559373
183.496819 67.165844 601.126031
288.231952 33.177541 791.911251
61.245889 67.390830 1450.377427
64.692846 7.739975 232.069043
312.430441 68.189337 478.916338
180.993933 8.418692 411.015651
288.692634 25.752881 61.557657
5.273974 56.576781 869.376283
238.119561 65.381206 188.642683
198.050762 81.280380 325.797748
202.813812 40.476479 2682.574534
68.088938 62.284390 653.670933
127.460108 72.915990 57.209271
154.045969 33.823404 157.264617
207.002892 36.518081 223.586420
353.302466 48.809272 1865.843055
279.306219 35.997940 676.577966
331.001972 52.327591 718.374057
346.766944 72.733319 245.966953
9.345345 9.460417 471.365291
40.112463 51.020656 595.371351
252.208435 17.964677 541.549581
332.027673 25.844122 287.699537
338.526777 46.880820 322.748182
156.824390 38.115538 118.673847
162.487407 45.162584 341.297907
29.402153 65.724216 150.192695
68.839496 38.348760 205.761399
273.947527 59.190720 222.534031
328.498286 87.057761 509.009988
18.927746 82.894372 1629.892427
354.270234 15.037881 914.384457
26.226814 65.721111 151.797888
202.183419 87.653628 424.363422
29.764440 65.724748 152.225348
207.539075 43.444585 333.849222
302.935894 64.151340 547.061473
25.274176 65.722012 148.279975
32.832146 65.727094 156.170088
154.270729 32.112221 813.680956
201.673658 59.156115 1542.271340
272.577095 55.531331 389.263662
277.738320 72.647405 123.486570
316.684956 37.521258 514.416366
320.133968 21.402955 339.954455
330.643124 49.611071 147.435253
29.457707 65.713922 150.505359
328.582050 77.043359 357.383373
221.706360 22.434973 486.490321
104.420043 70.356484 743.146937
253.488657 52.845968 599.940288
274.310052 7.789187 153.846925
125.756301 80.744337 501.182577
206.242695 48.263261 192.952461
221.081937 7.877654 862.413921
283.325003 46.957264 509.044240
359.658453 80.136039 835.740473
69.777732 59.400390 415.940722
133.382205 -6.223577 825.060355
205.625827 21.162629 1090.705755
213.755272 83.095241 916.723521
64.528959 7.735364 232.243504
108.381989 58.308202 822.801732
196.584588 27.583695 838.175147
196.655435 38.117417 546.601930
32.093043 8.196801 1178.429421
53.938181 52.727714 170.265564
205.012527 81.527081 773.922053
47.514112 53.119206 1405.688684
53.091127 58.588585 285.907882
154.193704 54.464541 401.962535
175.343620 27.022485 310.353297
183.647829 41.656050 638.385092
206.377053 48.253946 192.684008
18.641453 82.905163 1630.699447
20.411523 34.469692 899.550953
76.762680 74.089029 826.248516
186.530296 37.877081 650.658769
34.658468 1.476574 349.497081
201.386262 49.037314 353.752323
207.765639 48.151818 192.548433
254.721417 37.013201 796.228155
49.592545 26.142819 339.656266
46.248282 42.367291 977.102118
143.625709 48.638743 357.334840
286.920574 37.974922 211.559442
291.125105 56.273532 1015.174551
294.939028 59.290176 1300.795040
228.082404 80.691230 157.188704
97.696076 70.960999 425.152470
166.982989 52.144072 376.958352
197.314925 42.972373 307.115150
233.477688 26.282779 493.400060
265.251177 48.942461 803.799127
47.235914 64.944793 471.874182
187.632885 57.992468 1028.953628
191.519642 33.938742 331.546044
191.724312 83.276643 436.533913
258.594617 49.733066 1066.558520
293.213667 57.047722 642.516355
294.960965 59.397877 1300.377776
357.757379 39.176446 562.986649
26.388861 65.718316 149.776766
118.557010 23.714537 175.149309
181.792018 62.336053 1055.455477
210.337817 84.036071 150.112516
263.303283 43.119210 1134.503686
16.834745 23.547645 299.740767
112.692556 55.583881 985.803992
119.891156 58.327796 432.004433
190.448940 51.767559 1379.105434
252.904443 68.298356 1243.891552
26.195006 65.137074 1010.908389
75.438125 62.580687 780.592604
84.927169 30.208923 211.116999
83.354401 73.236808 884.271847
157.311234 20.724860 494.156622
287.920800 81.589381 245.576460
25.698286 69.395221 520.114591
101.426031 36.444343 427.765263
161.768089 79.016163 1066.267816
122.513611 85.097229 296.970794
301.037884 87.666475 681.327762
122.834650 17.070276 1023.619949
133.172772 47.840683 816.631654
141.043566 43.577171 759.086050
202.000571 29.241569 181.981466
331.890633 17.368790 348.130509
0.130670 34.706101 1030.063475
176.209889 31.969621 620.732050
219.086794 49.013591 663.509304
356.936561 88.134201 467.277707
64.560423 7.739017 231.802875
76.953704 26.193556 277.689903
177.292862 59.554926 516.857521
182.680446 51.761690 1357.629836
240.430481 42.771974 1073.206550
267.138043 89.083850 265.244751
162.866421 10.434328 293.600964
16.479313 77.537799 252.544350
202.901130 -1.076234 321.621910
328.226233 66.969863 242.822592
9.915665 18.717625 470.860725
71.551595 33.982186 229.511534
279.543766 46.584119 2570.926580
292.453173 59.394683 1306.276994
31.493594 19.911396 488.162447
110.827821 64.410241 295.437632
119.447215 18.890777 857.371398
124.106577 48.735151 459.119162
104.321792 65.454855 1263.803239
271.857000 51.640370 336.554955
121.476330 48.985575 457.360565
205.529454 48.264238 193.801686
323.728732 4.519802 332.645206
155.453017 45.547774 858.838445
223.593502 66.714420 1118.225440
62.717551 7.931916 234.284225
302.624314 70.670707 1016.491898
75.481561 26.178931 283.538950
123.676396 29.614318 675.784163
254.818197 45.813449 144.424938
29.386654 65.721557 150.018665
117.382611 81.218268 798.065665
123.362898 25.844354 323.343085
126.805540 48.822709 461.626151
170.154584 18.491781 455.859201
199.497059 68.371246 2214.789875
207.911517 48.260217 192.618901
227.758984 38.602248 276.845051
287.552121 60.198845 784.939972
29.298124 65.724341 150.518138
32.995524 65.728234 156.723067
75.812319 54.053887 781.905959
83.303588 37.991117 199.112348
101.273055 42.736537 926.149049
109.339092 53.628818 651.719821
117.371533 83.056145 719.169048
123.997451 48.724212 460.000685
144.689715 43.584850 569.249337
325.909213 16.908991 766.652685
15.317914 13.146281 312.711536
29.370851 65.723815 150.404795
87.689383 16.540877 271.924326
89.910825 16.546306 968.706926
151.571469 19.981339 386.613693
22.569816 87.417787 149.599630
197.176126 32.920999 764.163655
226.222585 82.171547 246.398493
292.321186 59.401913 1305.006657
29.535552 65.722624 150.480278
110.095971 75.444308 1255.836950
167.253800 42.961684 213.873231
195.822854 66.743025 712.634128
8.285732 66.949014 582.965139
212.586414 77.151593 213.444753
19.718144 84.525345 654.586769
215.808599 46.310456 347.219513
257.736794 34.447370 2859.703955
273.839146 47.369066 1106.498187
17.851748 70.202458 1759.838480
155.187079 26.741960 581.588206
294.519708 59.394653 1301.436371
304.201255 64.944568 126.236207
142.175258 30.589373 361.760985
214.187029 58.759508 101.693788
225.127563 20.696803 579.711809
0.571585 68.955830 369.046940
23.900265 28.612036 531.190344
32.411682 54.099507 475.539573
172.873636 29.150841 758.234548
96.503081 21.924431 419.695734
120.301960 46.275960 289.531551
134.047513 21.137309 841.230194
324.481552 79.496587 223.371290
249.599191 65.060469 1196.275299
58.482799 -1.198435 532.493433
79.006047 67.431942 268.949241
139.538819 71.675124 1168.576603
113.556197 87.635456 836.000280
124.423164 48.828580 460.246314
124.919683 61.887563 481.760130
17.249906 18.488182 375.514696
206.850568 87.650967 350.856323
184.292889 74.495329 828.974608
271.193856 8.634701 378.388030
274.741774 76.266719 876.906171
98.229123 75.724531 421.963799
12.560939 12.183586 337.374206
17.217126 18.499389 375.123075
181.918244 15.740480 499.402450
246.850210 78.511881 676.829335
197.390244 42.858532 307.679151
67.792555 89.398952 587.911555
224.468261 61.352740 828.684663
289.434799 78.875093 359.894277
25.054071 65.719189 147.461691
76.955449 26.190557 271.930325
135.259847 72.313490 697.289291
203.517799 49.026991 353.506645
77.084622 26.193259 271.380664
119.570672 64.803643 108.792234
182.279644 74.647134 284.979302
249.469975 41.584457 185.032719
266.222947 37.613808 827.959640
286.596022 39.157736 245.103211
64.348924 7.738195 234.734182
78.207660 26.188390 264.836670
116.747856 72.458322 235.460395
148.228925 53.679887 589.937294
298.550828 67.391115 704.284097
196.513779 36.547740 942.746082
343.433345 46.493444 734.799958
56.050635 20.986963 140.479304
76.795051 26.182766 273.951812
283.020539 77.558437 977.310228
295.898632 57.434087 214.211747
15.525689 18.482710 375.680527
248.797269 84.858225 497.592626
64.502045 7.922383 230.904783
75.905722 26.189457 281.776245
77.130705 26.183676 275.076375
168.689460 63.769105 549.500947
73.846698 83.120200 800.756533
77.122611 26.187032 273.298574
149.969618 43.206461 1012.636360
173.521448 63.132307 395.931886
183.001343 43.220913 661.371413
213.878829 77.684180 1087.194118
215.451526 47.475158 672.174199
185.100494 57.210105 1281.147588
218.612774 53.291426 520.803387
51.685552 20.098734 393.234657
79.350057 78.886595 311.360820
80.352012 72.835305 321.235786
113.259924 34.467396 535.957728
182.436642 63.361505 1387.824678
59.599368 20.558887 2212.055530
76.968275 26.193780 276.994956
77.079319 26.182780 274.790946
78.798485 26.195564 262.173287
78.521007 26.195803 265.549712
122.083363 72.485408 238.017005
229.126873 59.918259 594.497830
242.158206 75.897992 550.431850
275.257776 54.743881 658.708539
77.735758 75.561915 399.485477
142.474904 43.051662 328.745615
158.787497 80.368071 1838.556973
247.008789 49.358052 682.706585
270.792340 24.523014 827.791948
32.178498 65.727747 157.102288
284.431331 57.853516 517.362432
290.045769 66.484446 664.715363
321.563631 76.359803 1127.314655
192.513966 82.381406 321.214279
75.105901 26.186581 280.385621
292.640470 59.395776 1305.137959
305.869543 7.286668 199.651822
77.009454 26.190110 272.890317
77.000772 26.075872 272.780154
292.206065 71.527275 293.500694
158.792871 67.172773 564.692043
335.869535 36.472382 442.338084
351.287665 47.261995 682.067520
10.181921 38.679909 536.730936
62.976963 7.735562 233.427966
186.114393 22.202320 593.643405
110.132363 81.206577 496.552411
109.377826 56.352855 394.104113
155.340802 28.731880 641.995526
162.723317 50.980319 634.142970
17.794815 85.292921 4060.592737
158.257068 84.091531 1385.220874
22.547475 19.157425 481.438833
100.664712 40.772807 634.442279
103.539591 19.931485 385.772358
289.741608 75.016019 625.939127
251.557389 69.528163 803.063491
277.853991 81.392954 248.727823
268.346689 54.746539 355.981058
335.600407 82.887287 768.859260
29.637915 31.472479 1516.837559
129.022692 29.207232 2093.676240
194.883608 27.155505 1204.454617
274.323573 7.774953 455.694784
75.428235 26.183609 282.254252
77.055572 26.186698 271.246455
167.713958 50.600233 1557.307779
0.231125 36.299192 1421.232027
68.946567 22.313001 371.964965
75.058114 26.186775 281.623824
77.461070 36.622331 772.692058
178.279726 12.029136 284.479905
190.215772 56.960523 117.901073
224.220397 52.347148 476.502921
351.816585 58.940400 191.214934
357.723260 87.989096 218.696881
74.687116 71.535714 268.786273
187.983793 61.927219 737.975902
220.878044 64.301615 794.998705
222.966003 25.455200 880.931405
273.834842 41.362647 533.759668
45.534865 37.130721 794.460068
85.090402 64.605472 475.259004
134.861435 7.869275 1138.285062
145.164935 35.722196 1125.914543
353.460493 88.025810 468.085138
175.863432 63.363399 521.393730
247.485009 -0.485850 778.069730
289.807456 41.499475 373.917721
295.902381 69.851134 340.571639
339.104771 2.840663 168.097196
1.076386 41.448889 585.341346
48.334969 35.943070 397.823436
213.255901 44.579753 118.784520
180.383524 36.142588 1335.613834
317.577787 34.326905 762.231684
354.268405 29.177388 834.291850
34.458621 37.112191 188.971209
210.772854 57.986928 1013.344588
240.208770 13.797392 1504.329799
309.479786 27.103026 555.155872
121.116997 56.366256 1594.722095
149.190577 68.782267 46.898305
165.673807 30.482772 1173.327118
221.719636 45.528573 238.702229
222.423229 59.930065 541.181038
334.125035 66.947942 216.430519
143.509013 42.825864 183.930470
322.370816 74.454135 461.039631
120.101720 19.160984 274.303011
149.650532 68.778079 46.992403
166.313920 74.229343 345.315629
192.908533 42.829092 251.498147
204.459712 15.738126 272.071043
251.763018 74.137545 719.263605
262.226223 65.305214 1337.175223
35.844329 12.187464 775.231802
294.748282 59.397361 1300.262110
359.843365 82.293446 889.058587
4.945918 32.693211 723.940663
57.722088 64.957441 788.713545
127.066746 72.494214 239.531949
234.442357 87.717541 1055.243138
185.764277 63.931995 583.329070
307.532644 79.138698 203.908684
224.661497 85.502104 151.338502
100.326346 35.241459 174.503280
111.828086 76.322254 794.789604
321.273936 75.893373 591.537317
144.404791 6.562191 548.528903
355.620185 78.800244 301.602684
204.058609 81.737304 867.291172
137.681954 15.719008 552.519477
144.981784 40.849281 787.806762
149.052023 68.781906 46.844482
152.127818 65.116296 566.580122
226.516974 47.071136 3098.247076
227.919029 15.088997 729.583594
266.449593 52.037753 449.188174
25.319944 -1.237504 438.911974
47.780095 42.635203 896.093433
89.003110 41.540574 266.369530
225.957658 54.220438 1165.074374
220.828349 87.244444 521.577930
18.294136 65.715652 174.791549
44.940650 78.183715 147.749927
121.069163 58.334189 253.208656
303.647445 57.017326 990.508119
302.629457 61.357536 296.755453
115.792861 78.967383 1204.981032
180.645835 59.572038 689.667081
201.688374 56.811124 533.319283
238.094770 78.505335 675.538146
352.279629 53.953320 227.633317
77.240986 26.191771 270.656464
121.820552 72.476833 237.936229
148.288588 79.457306 365.151097
147.644417 59.548351 230.815783
158.604413 12.406962 514.640895
194.086179 71.603686 537.570411
75.509116 36.690352 834.762871
79.629519 59.037130 1186.735398
271.007417 44.662511 512.456593
152.845360 86.565933 802.394130
347.864760 84.717752 604.707403
12.420820 42.983218 570.516479
89.413274 45.048244 309.904250
183.951519 27.998995 1102.614026
322.077537 66.130659 291.477635
66.357635 37.160749 385.349557
161.463198 53.310866 1030.784895
344.319144 25.234334 406.586588
195.889270 82.681010 279.691495
129.130286 19.934958 398.938228
77.072968 26.194754 271.573345
133.842541 83.221575 187.758622
144.980854 79.000865 809.245434
184.509825 60.748430 196.359524
53.965193 61.352731 599.179564
180.535849 9.207991 266.560757
192.600863 -3.557326 106.591687
10.606780 87.145141 262.784154
207.959537 48.255753 192.696242
352.827567 34.699631 549.531478
33.880637 8.705883 195.322336
184.560320 72.964928 272.115305
203.533476 49.042434 353.627241
77.119763 26.190321 272.262028
24.801394 89.491459 180.298043
289.941888 84.859025 286.046511
296.668896 11.744791 24.855905
29.641079 65.722580 150.670693
59.324060 58.995154 1312.720724
66.563502 71.523670 291.810636
77.100655 26.188013 275.098393
116.056104 49.369586 1020.853593
121.589701 39.255769 975.524215
77.102048 26.186937 272.847806
113.073537 31.220899 227.538604
131.092510 19.804946 815.349567
164.028396 19.393086 643.453119
174.966372 43.843685 209.748012
205.555192 48.265598 193.237794
238.369438 74.183677 490.693356
254.989046 83.971947 463.495456
29.359428 65.721449 150.140449
221.113117 88.240391 324.331101
292.140520 21.000525 430.387122
332.187852 42.215029 733.303076
66.763998 20.124837 1363.597183
134.914773 18.457251 243.999637
77.075663 26.192343 274.923569
77.086792 26.193347 269.572386
203.297329 49.038980 353.413714
75.406515 25.999515 280.334868
77.080928 26.194612 273.994314
91.267206 57.734469 441.435130
105.927699 21.088167 376.535280
133.954411 30.450424 535.754566
182.272167 70.442327 1601.773207
359.811595 29.426758 300.311505
25.934954 53.239353 219.332753
75.988575 26.186058 281.353457
184.539557 10.444980 670.268073
43.225846 12.686762 602.148735
144.322033 5.775389 218.167505
247.938347 4.437606 612.124064
216.250347 51.860727 481.026300
226.876197 66.707861 955.580120
233.660674 44.506507 936.409379
273.935831 27.039259 606.348643
167.017614 56.039002 863.894436
202.651169 -3.554520 453.219471
223.633405 31.431228 255.956667
65.042467 49.268661 684.003099
196.604909 65.929020 384.529331
193.354819 65.855431 385.381953
196.812316 65.929974 384.723230
196.924215 65.928938 384.248350
197.952438 65.938553 384.594739
193.595906 65.854815 384.213903
198.034308 65.936782 383.654893
197.629118 65.867198 383.183164
197.532487 65.962828 384.633524
354.873678 62.482350 269.385185
10.334063 21.210758 460.860883
15.673867 11.854909 346.978568
76.329901 63.381835 341.773068
122.846068 21.985697 685.707674
164.882778 47.486699 609.386835
357.068715 14.562685 493.117641
344.138539 35.907422 985.738949
19.752605 82.596072 332.979467
153.769586 37.707892 396.103612
205.512591 48.247682 192.608562
238.693752 55.596379 699.359359
241.150813 36.215663 500.033900
276.026246 45.036979 767.940168
180.415361 43.607292 1142.826549
232.205902 80.331212 319.945058
247.588062 52.469503 412.489539
111.037083 55.512531 487.532977
190.062159 65.140624 330.341198
12.819238 49.199739 1125.211868
237.308654 37.572476 560.353706
245.700557 60.283748 856.023565
256.547225 55.578141 1912.843539
332.128621 19.635877 953.111869
137.254585 11.145305 1392.343609
153.240704 66.338371 364.105543
186.595189 22.638872 855.705531
141.476408 83.246893 645.337317
277.128660 81.394725 250.107250
283.524476 46.962616 508.434481
307.843868 57.801607 955.373493
9.079249 44.160803 104.393701
336.968454 51.662157 265.270995
190.357579 65.129502 330.544505
242.659524 50.076327 292.427729
42.885552 51.172500 684.136488
130.192205 20.693901 169.530896
48.296582 74.464893 299.999927
186.278490 42.439708 407.198566
222.966530 46.300169 1057.149989
267.305168 13.744212 324.410853
289.232292 77.543563 258.168156
197.310530 43.004758 307.482271
219.452390 37.528815 279.559934
254.367726 40.389902 842.715315
193.615844 59.567028 344.470187
210.165777 63.984722 1394.632393
22.688939 49.212977 411.013330
82.532434 52.015838 1032.063158
257.236118 75.257112 475.494121
96.449509 84.301751 441.542193
323.483305 76.176240 726.303085
173.876393 74.664264 1233.117801
77.332931 30.346914 162.704575
289.876829 42.437125 273.462750
319.957910 11.250839 531.526381
342.920789 50.367550 306.654550
190.425176 65.140215 330.611322
17.184298 18.412590 375.474787
29.637979 65.722457 150.702829
33.960366 65.726156 158.765635
197.938199 87.182944 326.433795
5.196315 0.315899 294.131195
190.493570 41.661073 858.334025
197.326648 43.607324 2209.413752
332.889257 69.806774 500.392277
336.701767 68.149832 166.499065
228.514699 86.850359 1208.723424
189.744462 10.412178 462.127411
201.927801 47.871084 1315.787077
215.500448 16.041809 770.776297
220.773696 45.529530 469.977264
162.090472 89.425799 869.326227
134.414322 39.267199 769.505915
249.679945 43.929644 2245.551220
18.089643 3.413878 1168.142906
25.358390 65.718642 148.421136
26.875722 65.715732 147.032383
315.576394 27.384371 223.933160
308.061618 88.149409 470.202168
7.155951 28.858772 155.277666
25.416722 65.718924 148.083879
345.296445 12.652823 438.163079
25.027150 65.717721 147.811862
103.854696 33.644710 561.108618
66.140146 57.827131 373.312986
31.794485 16.155248 115.226466
143.877354 9.704952 147.083931
203.975569 30.471585 1506.392460
245.060657 54.016927 324.539844
76.951679 32.783025 179.082501
213.079767 22.454349 922.787669
168.528064 85.003937 384.006916
25.700372 13.151617 159.554194
53.273241 49.414771 186.427887
119.379511 -8.351209 1099.187820
177.590081 33.735342 490.146944
23.277808 76.414110 557.746550
151.445137 83.582119 340.970827
233.106573 19.348944 1031.078498
246.051709 32.854280 596.821871
10.841418 28.188178 626.942365
109.353904 42.754031 553.388402
58.944810 24.461727 1012.564447
199.154893 -0.429308 507.252876
33.585209 64.303626 988.130816
82.162636 53.562164 263.224767
270.531831 89.621439 386.561422
12.962040 57.373598 356.555275
61.484142 26.991296 449.201945
48.297369 88.338993 377.753894
48.056427 78.272341 377.420511
125.661756 54.829600 333.072381
255.708027 36.447012 1472.327320
287.001745 81.595983 245.539830
151.469520 45.543747 440.446380
251.021714 73.727930 502.957738
337.623991 1.678266 1180.087454
155.123065 44.386869 248.173909
222.904898 76.927192 400.861924
329.982016 19.917330 229.917527
158.292548 20.281362 415.604613
245.685353 31.630142 805.598884
281.506236 1.765288 147.087913
299.208842 74.918889 620.613607
143.565230 81.669601 646.033042
327.019510 59.336490 410.259749
45.032394 73.605956 1209.808147
294.119942 53.916806 545.399963
211.733163 88.397098 428.455104
45.890296 20.087578 349.214824
48.429656 33.133047 444.393623
72.030141 39.902802 220.754998
25.680300 65.720180 149.146278
29.755684 65.721845 150.778814
56.346777 58.597401 401.968672
295.029252 53.915957 822.746997
35.924351 23.020275 590.088052
337.556201 9.207668 317.437286
2.711687 86.668852 503.209954
72.405583 34.788588 430.792349
73.594949 63.376810 334.160321
313.978423 50.786891 215.883006
19.526291 88.409567 166.141481
177.646956 79.475985 144.809820
176.064598 30.004664 342.043854
187.644592 76.394062 603.896779
227.302258 57.964869 582.456979
337.379601 25.853326 581.728570
218.720990 25.277775 297.491054
336.637192 50.776991 492.068818
143.418606 60.462204 327.859892
188.118676 38.124884 1411.624711
199.550435 43.053381 306.027782
223.636853 78.547458 423.789002
149.358979 68.783881 46.990361
177.106636 56.455578 1447.715330
199.240181 81.281231 406.146468
222.482239 62.306989 536.043946
321.536125 6.647530 230.198631
6.884288 19.335268 588.483433
241.931408 27.114106 1174.940444
198.689588 81.282187 968.753147
245.859936 17.964900 379.936585
282.918309 73.665143 310.602901
347.195241 38.284013 540.489946
96.817517 56.716540 1388.368227
140.115687 43.198832 224.847848
265.046262 -0.541330 376.048854
132.974124 57.191121 269.363558
19.755922 12.659999 157.256266
25.676854 65.717498 149.291285
117.238887 54.129058 746.539747
168.810444 61.937692 1115.258339
186.356997 60.357391 368.301086
287.578667 35.320080 252.914546
38.228677 89.727356 189.401111
90.408513 24.090873 458.965499
95.019398 75.854198 782.592429
103.712420 57.520158 645.922434
186.067650 42.054556 601.767685
189.812126 25.487112 754.214166
201.485061 56.814642 533.490784
2.145798 33.894328 714.198737
233.476599 12.176972 470.037021
334.372123 71.976112 281.045552
69.036432 29.084095 1929.174440
122.011721 34.962866 396.593193
268.910320 49.097869 385.305863
328.064856 -9.258370 262.523508
17.336598 18.706415 374.286524
32.048702 70.838853 2036.732942
35.669656 40.650362 1127.653993
29.636709 23.125267 1518.264180
289.804506 88.325599 560.342716
252.583138 36.260696 392.141181
293.627866 21.442218 857.744975
138.289912 20.257564 674.557285
122.618355 54.795799 298.746643
219.359865 73.786667 579.737468
0.607989 64.095141 488.939611
23.117317 52.717412 119.427728
130.834319 49.507225 503.959063
336.443047 -6.507188 390.400192
173.532795 21.604309 863.524062
235.915666 10.077195 820.544165
137.405575 61.909949 822.938493
201.947782 52.533975 1269.097151
251.962424 78.051830 716.895374
264.099916 21.504767 830.361431
94.427013 50.100367 252.623705
152.694628 24.630581 312.597625
232.029746 7.976749 573.881090
246.757017 77.623528 643.737406
85.125140 55.915122 911.078828
287.551661 25.754632 749.437873
311.122285 16.468364 824.981154
83.386077 45.049804 376.709393
2.185791 77.901149 1828.182459
270.873166 28.304946 263.683238
83.008217 24.497520 688.041050
114.260563 38.444872 1406.446823
184.026256 20.286940 1055.505472
249.717099 57.127750 942.918280
77.020436 26.190599 273.137230
246.331745 45.486824 3587.660800
331.684495 17.364870 348.275706
50.669359 32.322034 1125.538402
270.094467 82.000103 1079.798326
135.776084 17.539220 388.486289
204.572406 73.757064 850.619304
77.049539 26.192017 274.158446
27.091891 74.241478 113.114542
33.645043 89.517766 128.785627
45.155365 22.251230 209.587434
52.493572 22.292225 916.189972
118.060697 56.238806 103.559877
171.827772 47.880012 1231.372283
323.078689 48.443117 466.878224
34.081560 41.021044 223.510351
106.664938 61.856155 330.436265
292.515565 59.399648 1305.966224
308.760708 56.238817 354.093157
181.859766 48.987021 925.235958
305.880427 56.236235 370.489190
311.204723 29.055126 352.605413
47.020147 33.937966 953.052252
79.200825 55.699785 136.848143
85.883452 49.304093 396.082447
101.126340 80.645125 726.511463
121.960731 66.280241 762.273140
290.922323 68.630506 266.897692
37.574648 26.544940 655.753020
119.635589 14.272108 731.509556
314.454167 24.005755 187.375422
40.294056 87.478640 308.757825
29.542856 65.720653 151.113653
181.345893 16.639346 638.335940
206.581938 48.265834 512.430020
225.579469 45.126818 292.354769
289.003568 75.802370 634.282193
143.864669 86.054085 322.631459
17.103416 18.262225 375.894793
24.867805 65.703817 147.865752
31.730615 44.606879 201.026099
33.418423 65.723887 157.817055
265.395327 43.897624 265.141650
51.300052 55.627143 186.373485
164.172272 -5.496450 516.188286
225.175212 46.299707 301.737913
227.582277 86.421359 356.909711
307.299002 -0.600688 292.347305
313.817600 86.238061 387.720031
269.203653 72.828279 92.574666
350.885242 21.963055 492.989809
70.660932 31.134001 731.336852
118.782647 23.299803 713.121522
169.557170 32.359345 190.038264
173.529695 87.878708 492.118952
241.181909 31.030353 291.373892
271.042701 59.449817 506.669827
311.389266 29.053892 353.526594
174.074099 85.320652 1414.910950
175.864912 37.725852 425.410206
187.292023 20.734622 370.174460
207.148721 56.540098 527.077600
236.119084 20.805663 198.399454
256.758494 54.768235 465.027248
296.168562 13.204905 202.031811
3.533690 6.618481 441.231020
74.412778 -7.034499 902.209022
133.634618 73.328905 263.676973
165.067291 41.839948 246.747006
208.888321 56.021368 138.672235
172.466158 46.726483 1003.458421
339.659034 50.748383 76.878097
19.905178 40.245836 189.794129
35.297591 14.586327 994.490468
99.241680 81.176367 975.435194
117.860244 15.218309 851.865362
238.749079 43.549442 424.612238
283.474988 46.964416 508.594099
68.806969 44.445022 601.007072
311.161932 29.052039 351.696426
24.058644 62.506704 226.892813
165.335710 49.920755 579.671838
33.244529 2.277042 339.411896
101.791939 52.448345 831.950024
175.572474 48.280609 694.902414
201.252244 58.387023 601.382814
111.121653 38.049878 460.440495
201.352546 69.617866 649.933886
210.329437 18.929850 672.837380
215.702466 39.674490 1141.421379
264.181458 82.554090 1683.439972
346.998637 53.078596 364.401827
54.430265 33.542250 1005.221429
66.149378 41.094373 821.830065
7.537886 2.831440 406.022299
207.920798 48.266209 193.627501
228.369364 46.267847 382.722099
309.125058 56.225398 352.752699
25.598439 66.122280 662.851502
239.480311 73.372055 463.516737
139.366178 40.059696 523.075828
145.490167 -4.585875 211.182804
333.413455 71.455044 186.969002
62.963404 70.692317 568.922168
101.680254 74.975490 223.060381
357.477479 22.243095 1194.222706
181.296197 62.337271 600.641173
236.823325 68.743512 959.172833
328.695074 74.444709 437.811496
160.217301 9.936472 1166.042578
68.591634 76.226884 337.372368
142.826236 83.305240 927.268441
308.016218 73.613500 2112.151477
322.080512 66.971788 548.601361
12.333000 43.652754 1052.527989
80.210031 89.021709 243.393447
132.577145 47.848053 788.010930
187.374618 88.231328 277.389406
54.424816 12.222200 1421.816767
235.544415 7.022993 256.371469
29.219500 65.716953 150.885175
29.476062 65.589788 149.512228
32.962683 65.724083 156.478266
230.191977 75.496758 1126.886633
302.502225 67.797901 1007.264824
308.583060 84.163905 109.626807
127.943902 51.651712 400.823527
356.925817 84.939707 184.638140
179.320388 53.698938 831.429535
300.838269 -8.479554 407.947844
305.649757 7.712991 687.283099
327.647418 63.712604 543.799166
24.682797 65.704084 147.221818
153.321560 46.292774 631.581750
337.974329 33.095120 397.084318
7.872436 -7.795670 247.643045
92.904069 52.819785 2491.737071
6.135922 84.188719 1227.560924
199.509726 42.995851 307.164487
243.659026 53.431845 922.327881
311.220731 29.054086 353.327521
53.733494 42.604074 351.728971
149.303229 44.768813 378.907224
138.058255 87.358091 268.478784
155.566319 65.551107 473.030930
153.943759 23.970681 128.710967
35.361299 87.170907 223.815573
328.182849 80.973306 640.158854
122.243494 46.682048 291.448445
207.991203 48.116052 192.398694
208.403293 11.923722 519.091740
264.770399 50.817512 982.134986
288.965693 36.380047 678.116057
338.845385 29.022758 965.369818
157.538245 37.325298 561.598102
275.937025 39.568888 1235.581124
345.127945 46.096972 177.059618
98.173480 42.279616 1050.039471
